09:27:53.260 [main] INFO  GenCommands - 1000 6:2:3
12:05:43.994 [commands] INFO  GenCommands - 10 8:5:3
12:05:44.010 [commands] INFO  GenCommands - 10 8:9:8
12:05:44.026 [commands] INFO  GenCommands - 10 4:9:6
12:05:44.042 [commands] INFO  GenCommands - 10 8:4:4
12:05:44.058 [commands] INFO  GenCommands - 10 7:10:3
12:05:44.073 [commands] INFO  GenCommands - 10 2:9:8
12:05:44.089 [commands] INFO  GenCommands - 10 3:4:2
12:05:44.104 [commands] INFO  GenCommands - 10 2:1:4
12:05:44.120 [commands] INFO  GenCommands - 10 9:10:3
12:05:44.136 [commands] INFO  GenCommands - 10 1:4:1
12:05:44.152 [commands] INFO  GenCommands - 10 8:2:1
12:05:44.168 [commands] INFO  GenCommands - 10 6:7:1
12:05:44.184 [commands] INFO  GenCommands - 10 2:9:6
12:05:44.199 [commands] INFO  GenCommands - 10 9:3:3
12:05:44.214 [commands] INFO  GenCommands - 10 7:9:6
12:05:44.230 [commands] INFO  GenCommands - 10 8:2:3
12:05:44.246 [commands] INFO  GenCommands - 10 2:10:8
12:05:44.262 [commands] INFO  GenCommands - 10 3:9:6
12:05:44.278 [commands] INFO  GenCommands - 10 2:6:3
12:05:44.294 [commands] INFO  GenCommands - 10 4:5:5
12:05:44.310 [commands] INFO  GenCommands - 10 9:5:5
12:05:44.326 [commands] INFO  GenCommands - 10 6:10:3
12:05:44.342 [commands] INFO  GenCommands - 10 4:8:7
12:05:44.358 [commands] INFO  GenCommands - 10 2:8:4
12:05:44.373 [commands] INFO  GenCommands - 10 4:5:8
12:05:44.388 [commands] INFO  GenCommands - 10 9:6:6
12:05:44.404 [commands] INFO  GenCommands - 10 1:5:1
12:05:44.420 [commands] INFO  GenCommands - 10 1:5:5
12:05:44.436 [commands] INFO  GenCommands - 10 2:8:8
12:05:44.452 [commands] INFO  GenCommands - 10 9:7:5
12:05:44.468 [commands] INFO  GenCommands - 10 4:9:1
12:05:44.484 [commands] INFO  GenCommands - 10 4:7:8
12:05:44.500 [commands] INFO  GenCommands - 10 7:6:3
12:05:44.516 [commands] INFO  GenCommands - 10 1:8:6
12:05:44.532 [commands] INFO  GenCommands - 10 4:2:2
12:05:44.548 [commands] INFO  GenCommands - 10 9:2:7
12:05:44.563 [commands] INFO  GenCommands - 10 1:5:3
12:05:44.579 [commands] INFO  GenCommands - 10 4:7:4
12:05:44.594 [commands] INFO  GenCommands - 10 7:1:2
12:05:44.610 [commands] INFO  GenCommands - 10 5:2:8
12:05:44.626 [commands] INFO  GenCommands - 10 3:1:7
12:05:44.642 [commands] INFO  GenCommands - 10 8:2:5
12:05:44.657 [commands] INFO  GenCommands - 10 7:3:8
12:05:44.672 [commands] INFO  GenCommands - 10 4:3:2
12:05:44.688 [commands] INFO  GenCommands - 10 6:8:6
12:05:44.704 [commands] INFO  GenCommands - 10 7:6:5
12:05:44.719 [commands] INFO  GenCommands - 10 2:10:4
12:05:44.735 [commands] INFO  GenCommands - 10 9:10:5
12:05:44.750 [commands] INFO  GenCommands - 10 4:3:6
12:05:44.766 [commands] INFO  GenCommands - 10 1:10:8
12:05:44.782 [commands] INFO  GenCommands - 10 9:5:8
12:05:44.798 [commands] INFO  GenCommands - 10 7:6:5
12:05:44.814 [commands] INFO  GenCommands - 10 1:3:6
12:05:44.830 [commands] INFO  GenCommands - 10 4:1:2
12:05:44.846 [commands] INFO  GenCommands - 10 9:10:5
12:05:44.862 [commands] INFO  GenCommands - 10 10:1:7
12:05:44.878 [commands] INFO  GenCommands - 10 7:8:8
12:05:44.894 [commands] INFO  GenCommands - 10 1:5:6
12:05:44.910 [commands] INFO  GenCommands - 10 2:5:4
12:05:44.926 [commands] INFO  GenCommands - 10 5:8:3
12:05:44.942 [commands] INFO  GenCommands - 10 8:1:2
12:05:44.958 [commands] INFO  GenCommands - 10 8:9:5
12:05:44.973 [commands] INFO  GenCommands - 10 4:5:7
12:05:44.988 [commands] INFO  GenCommands - 10 5:1:3
12:05:45.005 [commands] INFO  GenCommands - 10 6:2:2
12:05:45.021 [commands] INFO  GenCommands - 10 5:6:2
12:05:45.037 [commands] INFO  GenCommands - 10 5:10:3
12:05:45.053 [commands] INFO  GenCommands - 10 2:6:8
12:05:45.069 [commands] INFO  GenCommands - 10 8:5:7
12:05:45.085 [commands] INFO  GenCommands - 10 3:5:3
12:05:45.101 [commands] INFO  GenCommands - 10 9:7:7
12:05:45.117 [commands] INFO  GenCommands - 10 7:3:2
12:05:45.133 [commands] INFO  GenCommands - 10 5:8:8
12:05:45.149 [commands] INFO  GenCommands - 10 2:7:7
12:05:45.165 [commands] INFO  GenCommands - 10 4:8:7
12:05:45.181 [commands] INFO  GenCommands - 10 9:10:3
12:05:45.197 [commands] INFO  GenCommands - 10 5:10:4
12:05:45.213 [commands] INFO  GenCommands - 10 9:4:3
12:05:45.229 [commands] INFO  GenCommands - 10 1:4:3
12:05:45.245 [commands] INFO  GenCommands - 10 7:6:6
12:05:45.260 [commands] INFO  GenCommands - 10 3:4:4
12:05:45.276 [commands] INFO  GenCommands - 10 6:7:2
12:05:45.291 [commands] INFO  GenCommands - 10 3:6:6
12:05:45.307 [commands] INFO  GenCommands - 10 7:3:2
12:05:45.323 [commands] INFO  GenCommands - 10 2:1:3
12:05:45.339 [commands] INFO  GenCommands - 10 7:1:1
12:05:45.355 [commands] INFO  GenCommands - 10 4:7:2
12:05:45.371 [commands] INFO  GenCommands - 10 4:7:4
12:05:45.387 [commands] INFO  GenCommands - 10 1:9:3
12:05:45.403 [commands] INFO  GenCommands - 10 3:4:1
12:05:45.419 [commands] INFO  GenCommands - 10 4:9:8
12:05:45.435 [commands] INFO  GenCommands - 10 4:2:5
12:05:45.451 [commands] INFO  GenCommands - 10 5:8:3
12:05:45.466 [commands] INFO  GenCommands - 10 8:5:7
12:05:45.482 [commands] INFO  GenCommands - 10 10:3:6
12:05:45.497 [commands] INFO  GenCommands - 10 1:4:2
12:05:45.513 [commands] INFO  GenCommands - 10 8:6:8
12:05:45.529 [commands] INFO  GenCommands - 10 3:10:8
12:05:45.545 [commands] INFO  GenCommands - 10 10:7:7
12:05:45.561 [commands] INFO  GenCommands - 10 5:3:7
12:05:45.577 [commands] INFO  GenCommands - 10 10:8:4
12:05:45.593 [commands] INFO  GenCommands - 10 1:5:3
12:05:45.609 [commands] INFO  GenCommands - 10 7:6:4
12:05:45.625 [commands] INFO  GenCommands - 10 8:7:6
12:05:45.641 [commands] INFO  GenCommands - 10 7:9:4
12:05:45.657 [commands] INFO  GenCommands - 10 8:10:6
12:05:45.673 [commands] INFO  GenCommands - 10 6:2:5
12:05:45.689 [commands] INFO  GenCommands - 10 9:7:1
12:05:45.705 [commands] INFO  GenCommands - 10 3:1:8
12:05:45.721 [commands] INFO  GenCommands - 10 3:10:6
12:05:45.737 [commands] INFO  GenCommands - 10 1:6:6
12:05:45.753 [commands] INFO  GenCommands - 10 4:9:6
12:05:45.769 [commands] INFO  GenCommands - 10 5:4:4
12:05:45.785 [commands] INFO  GenCommands - 10 10:2:1
12:05:45.801 [commands] INFO  GenCommands - 10 2:6:8
12:05:45.817 [commands] INFO  GenCommands - 10 9:1:4
12:05:45.833 [commands] INFO  GenCommands - 10 5:4:2
12:05:45.849 [commands] INFO  GenCommands - 10 5:2:8
12:05:45.866 [commands] INFO  GenCommands - 10 9:7:1
12:05:45.882 [commands] INFO  GenCommands - 10 5:6:3
12:05:45.898 [commands] INFO  GenCommands - 10 3:5:6
12:05:45.914 [commands] INFO  GenCommands - 10 10:7:7
12:05:45.930 [commands] INFO  GenCommands - 10 9:2:2
12:05:45.946 [commands] INFO  GenCommands - 10 7:6:6
12:05:45.962 [commands] INFO  GenCommands - 10 1:9:8
12:05:45.978 [commands] INFO  GenCommands - 10 2:7:1
12:05:45.994 [commands] INFO  GenCommands - 10 4:8:4
12:05:46.010 [commands] INFO  GenCommands - 10 8:6:3
12:05:46.026 [commands] INFO  GenCommands - 10 3:4:4
12:05:46.042 [commands] INFO  GenCommands - 10 2:3:1
12:05:46.058 [commands] INFO  GenCommands - 10 5:8:5
12:05:46.074 [commands] INFO  GenCommands - 10 3:2:8
12:05:46.090 [commands] INFO  GenCommands - 10 6:9:2
12:05:46.105 [commands] INFO  GenCommands - 10 6:8:4
12:05:46.121 [commands] INFO  GenCommands - 10 8:4:2
12:05:46.137 [commands] INFO  GenCommands - 10 9:8:7
12:05:46.153 [commands] INFO  GenCommands - 10 3:7:1
12:05:46.169 [commands] INFO  GenCommands - 10 5:7:5
12:05:46.185 [commands] INFO  GenCommands - 10 8:5:3
12:05:46.201 [commands] INFO  GenCommands - 10 1:7:4
12:05:46.216 [commands] INFO  GenCommands - 10 6:10:8
12:05:46.232 [commands] INFO  GenCommands - 10 5:2:1
12:05:46.247 [commands] INFO  GenCommands - 10 3:6:3
12:05:46.263 [commands] INFO  GenCommands - 10 10:7:4
12:05:46.279 [commands] INFO  GenCommands - 10 2:3:1
12:05:46.295 [commands] INFO  GenCommands - 10 9:2:2
12:05:46.311 [commands] INFO  GenCommands - 10 3:5:2
12:05:46.327 [commands] INFO  GenCommands - 10 3:2:3
12:05:46.343 [commands] INFO  GenCommands - 10 8:1:2
12:05:46.359 [commands] INFO  GenCommands - 10 9:10:3
12:05:46.375 [commands] INFO  GenCommands - 10 5:10:3
12:05:46.391 [commands] INFO  GenCommands - 10 7:3:8
12:05:46.407 [commands] INFO  GenCommands - 10 6:7:8
12:05:46.422 [commands] INFO  GenCommands - 10 9:6:4
12:05:46.438 [commands] INFO  GenCommands - 10 4:5:6
12:05:46.453 [commands] INFO  GenCommands - 10 9:3:5
12:05:46.468 [commands] INFO  GenCommands - 10 4:2:8
12:05:46.484 [commands] INFO  GenCommands - 10 9:8:8
12:05:46.499 [commands] INFO  GenCommands - 10 7:2:5
12:05:46.515 [commands] INFO  GenCommands - 10 2:10:5
12:05:46.531 [commands] INFO  GenCommands - 10 4:8:2
12:05:46.547 [commands] INFO  GenCommands - 10 6:7:6
12:05:46.563 [commands] INFO  GenCommands - 10 5:8:1
12:05:46.579 [commands] INFO  GenCommands - 10 9:2:4
12:05:46.595 [commands] INFO  GenCommands - 10 10:9:4
12:05:46.611 [commands] INFO  GenCommands - 10 6:4:7
12:05:46.627 [commands] INFO  GenCommands - 10 7:8:8
12:05:46.643 [commands] INFO  GenCommands - 10 10:6:5
12:05:46.658 [commands] INFO  GenCommands - 10 10:6:3
12:05:46.673 [commands] INFO  GenCommands - 10 10:6:1
12:05:46.689 [commands] INFO  GenCommands - 10 6:2:5
12:05:46.705 [commands] INFO  GenCommands - 10 7:2:1
12:05:46.720 [commands] INFO  GenCommands - 10 9:4:6
12:05:46.736 [commands] INFO  GenCommands - 10 9:6:5
12:05:46.751 [commands] INFO  GenCommands - 10 5:9:5
12:05:46.767 [commands] INFO  GenCommands - 10 5:8:4
12:05:46.783 [commands] INFO  GenCommands - 10 4:7:5
12:05:46.799 [commands] INFO  GenCommands - 10 1:3:5
12:05:46.815 [commands] INFO  GenCommands - 10 8:4:8
12:05:46.831 [commands] INFO  GenCommands - 10 8:10:7
12:05:46.847 [commands] INFO  GenCommands - 10 2:10:3
12:05:46.863 [commands] INFO  GenCommands - 10 6:2:2
12:05:46.879 [commands] INFO  GenCommands - 10 5:9:1
12:05:46.895 [commands] INFO  GenCommands - 10 1:3:6
12:05:46.911 [commands] INFO  GenCommands - 10 5:10:4
12:05:46.927 [commands] INFO  GenCommands - 10 7:2:4
12:05:46.943 [commands] INFO  GenCommands - 10 8:5:3
12:05:46.959 [commands] INFO  GenCommands - 10 7:8:4
12:05:46.975 [commands] INFO  GenCommands - 10 5:7:2
12:05:46.991 [commands] INFO  GenCommands - 10 9:4:4
12:05:47.007 [commands] INFO  GenCommands - 10 9:3:2
12:05:47.023 [commands] INFO  GenCommands - 10 6:4:7
12:05:47.039 [commands] INFO  GenCommands - 10 8:10:8
12:05:47.055 [commands] INFO  GenCommands - 10 6:4:1
12:05:47.071 [commands] INFO  GenCommands - 10 8:3:3
12:05:47.087 [commands] INFO  GenCommands - 10 1:3:1
12:05:47.103 [commands] INFO  GenCommands - 10 6:9:3
12:05:47.119 [commands] INFO  GenCommands - 10 2:9:8
12:05:47.135 [commands] INFO  GenCommands - 10 4:10:6
12:05:47.151 [commands] INFO  GenCommands - 10 2:5:5
12:05:47.167 [commands] INFO  GenCommands - 10 4:10:5
12:05:47.183 [commands] INFO  GenCommands - 10 2:7:6
12:05:47.199 [commands] INFO  GenCommands - 10 1:10:2
12:05:47.215 [commands] INFO  GenCommands - 10 7:3:2
12:05:47.230 [commands] INFO  GenCommands - 10 9:5:6
12:05:47.245 [commands] INFO  GenCommands - 10 3:10:6
12:05:47.261 [commands] INFO  GenCommands - 10 8:1:5
12:05:47.277 [commands] INFO  GenCommands - 10 2:9:7
12:05:47.293 [commands] INFO  GenCommands - 10 7:6:1
12:05:47.308 [commands] INFO  GenCommands - 10 1:9:4
12:05:47.323 [commands] INFO  GenCommands - 10 9:4:7
12:05:47.339 [commands] INFO  GenCommands - 10 5:8:6
12:05:47.355 [commands] INFO  GenCommands - 10 10:9:4
12:05:47.371 [commands] INFO  GenCommands - 10 7:10:3
12:05:47.387 [commands] INFO  GenCommands - 10 7:4:5
12:05:47.403 [commands] INFO  GenCommands - 10 8:2:6
12:05:47.418 [commands] INFO  GenCommands - 10 5:10:5
12:05:47.434 [commands] INFO  GenCommands - 10 10:8:1
12:05:47.450 [commands] INFO  GenCommands - 10 4:7:6
12:05:47.466 [commands] INFO  GenCommands - 10 10:3:1
12:05:47.482 [commands] INFO  GenCommands - 10 9:4:7
12:05:47.498 [commands] INFO  GenCommands - 10 1:3:5
12:05:47.514 [commands] INFO  GenCommands - 10 4:9:6
12:05:47.529 [commands] INFO  GenCommands - 10 10:9:5
12:05:47.544 [commands] INFO  GenCommands - 10 9:10:5
12:05:47.560 [commands] INFO  GenCommands - 10 5:3:4
12:05:47.576 [commands] INFO  GenCommands - 10 3:2:3
12:05:47.592 [commands] INFO  GenCommands - 10 7:4:6
12:05:47.608 [commands] INFO  GenCommands - 10 6:2:5
12:05:47.623 [commands] INFO  GenCommands - 10 6:8:1
12:05:47.639 [commands] INFO  GenCommands - 10 5:7:1
12:05:47.654 [commands] INFO  GenCommands - 10 2:10:4
12:05:47.670 [commands] INFO  GenCommands - 10 10:7:2
12:05:47.686 [commands] INFO  GenCommands - 10 7:5:5
12:05:47.702 [commands] INFO  GenCommands - 10 6:9:7
12:05:47.718 [commands] INFO  GenCommands - 10 8:2:1
12:05:47.734 [commands] INFO  GenCommands - 10 2:10:5
12:05:47.750 [commands] INFO  GenCommands - 10 3:10:5
12:05:47.766 [commands] INFO  GenCommands - 10 4:3:4
12:05:47.782 [commands] INFO  GenCommands - 10 10:9:3
12:05:47.798 [commands] INFO  GenCommands - 10 5:10:4
12:05:47.814 [commands] INFO  GenCommands - 10 10:1:5
12:05:47.830 [commands] INFO  GenCommands - 10 10:2:5
12:05:47.846 [commands] INFO  GenCommands - 10 7:8:4
12:05:47.862 [commands] INFO  GenCommands - 10 8:10:7
12:05:47.878 [commands] INFO  GenCommands - 10 4:1:1
12:05:47.894 [commands] INFO  GenCommands - 10 2:10:1
12:05:47.910 [commands] INFO  GenCommands - 10 7:8:7
12:05:47.926 [commands] INFO  GenCommands - 10 9:4:5
12:05:47.942 [commands] INFO  GenCommands - 10 6:8:3
12:05:47.958 [commands] INFO  GenCommands - 10 3:1:8
12:05:47.974 [commands] INFO  GenCommands - 10 7:4:2
12:05:47.989 [commands] INFO  GenCommands - 10 2:3:8
12:05:48.004 [commands] INFO  GenCommands - 10 1:3:6
12:05:48.020 [commands] INFO  GenCommands - 10 9:7:8
12:05:48.036 [commands] INFO  GenCommands - 10 9:2:7
12:05:48.052 [commands] INFO  GenCommands - 10 5:9:4
12:05:48.068 [commands] INFO  GenCommands - 10 7:1:7
12:05:48.084 [commands] INFO  GenCommands - 10 4:6:2
12:05:48.099 [commands] INFO  GenCommands - 10 10:8:5
12:05:48.116 [commands] INFO  GenCommands - 10 4:6:1
12:05:48.131 [commands] INFO  GenCommands - 10 3:5:6
12:05:48.147 [commands] INFO  GenCommands - 10 6:3:6
12:05:48.163 [commands] INFO  GenCommands - 10 2:4:1
12:05:48.178 [commands] INFO  GenCommands - 10 7:4:2
12:05:48.194 [commands] INFO  GenCommands - 10 8:5:3
12:05:48.209 [commands] INFO  GenCommands - 10 7:1:6
12:05:48.225 [commands] INFO  GenCommands - 10 7:1:4
12:05:48.241 [commands] INFO  GenCommands - 10 9:6:2
12:05:48.256 [commands] INFO  GenCommands - 10 8:10:4
12:05:48.272 [commands] INFO  GenCommands - 10 7:5:4
12:05:48.287 [commands] INFO  GenCommands - 10 6:1:7
12:05:48.303 [commands] INFO  GenCommands - 10 9:10:5
12:05:48.319 [commands] INFO  GenCommands - 10 10:3:6
12:05:48.335 [commands] INFO  GenCommands - 10 2:5:7
12:05:48.351 [commands] INFO  GenCommands - 10 2:8:3
12:05:48.367 [commands] INFO  GenCommands - 10 5:8:4
12:05:48.383 [commands] INFO  GenCommands - 10 1:7:7
12:05:48.399 [commands] INFO  GenCommands - 10 8:10:6
12:05:48.415 [commands] INFO  GenCommands - 10 5:4:5
12:05:48.431 [commands] INFO  GenCommands - 10 1:7:8
12:05:48.447 [commands] INFO  GenCommands - 10 6:8:4
12:05:48.463 [commands] INFO  GenCommands - 10 1:4:5
12:05:48.479 [commands] INFO  GenCommands - 10 1:3:7
12:05:48.495 [commands] INFO  GenCommands - 10 7:8:2
12:05:48.510 [commands] INFO  GenCommands - 10 9:4:5
12:05:48.526 [commands] INFO  GenCommands - 10 1:9:3
12:05:48.542 [commands] INFO  GenCommands - 10 3:8:1
12:05:48.558 [commands] INFO  GenCommands - 10 9:2:6
12:05:48.574 [commands] INFO  GenCommands - 10 4:8:3
12:05:48.590 [commands] INFO  GenCommands - 10 4:6:8
12:05:48.606 [commands] INFO  GenCommands - 10 8:5:6
12:05:48.622 [commands] INFO  GenCommands - 10 7:3:7
12:05:48.638 [commands] INFO  GenCommands - 10 9:3:6
12:05:48.654 [commands] INFO  GenCommands - 10 3:5:3
12:05:48.670 [commands] INFO  GenCommands - 10 9:8:5
12:05:48.685 [commands] INFO  GenCommands - 10 7:10:7
12:05:48.700 [commands] INFO  GenCommands - 10 6:4:4
12:05:48.716 [commands] INFO  GenCommands - 10 7:5:7
12:05:48.732 [commands] INFO  GenCommands - 10 6:5:5
12:05:48.748 [commands] INFO  GenCommands - 10 1:8:7
12:05:48.764 [commands] INFO  GenCommands - 10 1:8:7
12:05:48.780 [commands] INFO  GenCommands - 10 9:5:4
12:05:48.796 [commands] INFO  GenCommands - 10 6:5:5
12:05:48.812 [commands] INFO  GenCommands - 10 1:6:2
12:05:48.828 [commands] INFO  GenCommands - 10 7:10:6
12:05:48.844 [commands] INFO  GenCommands - 10 10:3:2
12:05:48.860 [commands] INFO  GenCommands - 10 4:2:5
12:05:48.875 [commands] INFO  GenCommands - 10 2:10:2
12:05:48.890 [commands] INFO  GenCommands - 10 2:4:1
12:05:48.906 [commands] INFO  GenCommands - 10 4:8:5
12:05:48.921 [commands] INFO  GenCommands - 10 7:2:8
12:05:48.936 [commands] INFO  GenCommands - 10 8:5:8
12:05:48.952 [commands] INFO  GenCommands - 10 5:10:3
12:05:48.968 [commands] INFO  GenCommands - 10 1:9:3
12:05:48.984 [commands] INFO  GenCommands - 10 8:10:3
12:05:49.000 [commands] INFO  GenCommands - 10 2:3:6
12:05:49.016 [commands] INFO  GenCommands - 10 6:8:8
12:05:49.032 [commands] INFO  GenCommands - 10 6:3:6
12:05:49.048 [commands] INFO  GenCommands - 10 7:6:2
12:05:49.064 [commands] INFO  GenCommands - 10 4:2:4
12:05:49.080 [commands] INFO  GenCommands - 10 1:9:5
12:05:49.096 [commands] INFO  GenCommands - 10 6:2:8
12:05:49.112 [commands] INFO  GenCommands - 10 8:2:8
12:05:49.128 [commands] INFO  GenCommands - 10 9:4:1
12:05:49.144 [commands] INFO  GenCommands - 10 8:9:1
12:05:49.160 [commands] INFO  GenCommands - 10 3:1:5
12:05:49.176 [commands] INFO  GenCommands - 10 7:4:5
12:05:49.192 [commands] INFO  GenCommands - 10 1:3:3
12:05:49.208 [commands] INFO  GenCommands - 10 7:1:4
12:05:49.223 [commands] INFO  GenCommands - 10 5:1:1
12:05:49.238 [commands] INFO  GenCommands - 10 8:9:4
12:05:49.253 [commands] INFO  GenCommands - 10 6:2:6
12:05:49.269 [commands] INFO  GenCommands - 10 7:1:1
12:05:49.284 [commands] INFO  GenCommands - 10 5:1:3
12:05:49.300 [commands] INFO  GenCommands - 10 10:2:5
12:05:49.316 [commands] INFO  GenCommands - 10 7:6:4
12:05:49.332 [commands] INFO  GenCommands - 10 3:9:2
12:05:49.348 [commands] INFO  GenCommands - 10 4:2:1
12:05:49.364 [commands] INFO  GenCommands - 10 9:3:1
12:05:49.380 [commands] INFO  GenCommands - 10 10:9:3
12:05:49.397 [commands] INFO  GenCommands - 10 1:2:7
12:05:49.413 [commands] INFO  GenCommands - 10 7:2:3
12:05:49.429 [commands] INFO  GenCommands - 10 10:7:6
12:05:49.445 [commands] INFO  GenCommands - 10 6:10:2
12:05:49.461 [commands] INFO  GenCommands - 10 6:5:2
12:05:49.477 [commands] INFO  GenCommands - 10 3:7:5
12:05:49.493 [commands] INFO  GenCommands - 10 10:7:2
12:05:49.509 [commands] INFO  GenCommands - 10 1:4:8
12:05:49.525 [commands] INFO  GenCommands - 10 4:3:1
12:05:49.541 [commands] INFO  GenCommands - 10 1:3:3
12:05:49.556 [commands] INFO  GenCommands - 10 1:10:3
12:05:49.572 [commands] INFO  GenCommands - 10 8:1:6
12:05:49.587 [commands] INFO  GenCommands - 10 4:9:6
12:05:49.603 [commands] INFO  GenCommands - 10 3:2:6
12:05:49.619 [commands] INFO  GenCommands - 10 7:6:4
12:05:49.635 [commands] INFO  GenCommands - 10 9:1:7
12:05:49.651 [commands] INFO  GenCommands - 10 6:3:6
12:05:49.667 [commands] INFO  GenCommands - 10 2:4:6
12:05:49.683 [commands] INFO  GenCommands - 10 1:6:5
12:05:49.699 [commands] INFO  GenCommands - 10 2:10:4
12:05:49.714 [commands] INFO  GenCommands - 10 5:1:5
12:05:49.729 [commands] INFO  GenCommands - 10 4:7:6
12:05:49.745 [commands] INFO  GenCommands - 10 2:6:5
12:05:49.760 [commands] INFO  GenCommands - 10 8:7:4
12:05:49.775 [commands] INFO  GenCommands - 10 7:6:8
12:05:49.791 [commands] INFO  GenCommands - 10 4:6:7
12:05:49.807 [commands] INFO  GenCommands - 10 6:2:3
12:05:49.823 [commands] INFO  GenCommands - 10 3:10:2
12:05:49.838 [commands] INFO  GenCommands - 10 9:5:7
12:05:49.853 [commands] INFO  GenCommands - 10 7:4:6
12:05:49.869 [commands] INFO  GenCommands - 10 3:9:4
12:05:49.884 [commands] INFO  GenCommands - 10 3:1:8
12:05:49.899 [commands] INFO  GenCommands - 10 7:5:2
12:05:49.915 [commands] INFO  GenCommands - 10 1:6:4
12:05:49.931 [commands] INFO  GenCommands - 10 3:8:4
12:05:49.947 [commands] INFO  GenCommands - 10 8:1:6
12:05:49.963 [commands] INFO  GenCommands - 10 10:5:5
12:05:49.979 [commands] INFO  GenCommands - 10 4:10:4
12:05:49.995 [commands] INFO  GenCommands - 10 9:3:4
12:05:50.011 [commands] INFO  GenCommands - 10 6:3:7
12:05:50.027 [commands] INFO  GenCommands - 10 9:3:6
12:05:50.043 [commands] INFO  GenCommands - 10 8:1:6
12:05:50.059 [commands] INFO  GenCommands - 10 7:10:8
12:05:50.075 [commands] INFO  GenCommands - 10 2:4:3
12:05:50.091 [commands] INFO  GenCommands - 10 3:8:8
12:05:50.107 [commands] INFO  GenCommands - 10 4:7:1
12:05:50.123 [commands] INFO  GenCommands - 10 7:1:2
12:05:50.139 [commands] INFO  GenCommands - 10 5:3:3
12:05:50.155 [commands] INFO  GenCommands - 10 9:2:7
12:05:50.171 [commands] INFO  GenCommands - 10 4:6:4
12:05:50.187 [commands] INFO  GenCommands - 10 1:7:5
12:05:50.203 [commands] INFO  GenCommands - 10 1:4:2
12:05:50.219 [commands] INFO  GenCommands - 10 1:6:3
12:05:50.235 [commands] INFO  GenCommands - 10 8:9:4
12:05:50.251 [commands] INFO  GenCommands - 10 5:3:3
12:05:50.267 [commands] INFO  GenCommands - 10 6:10:2
12:05:50.283 [commands] INFO  GenCommands - 10 5:1:5
12:05:50.299 [commands] INFO  GenCommands - 10 6:8:8
12:05:50.315 [commands] INFO  GenCommands - 10 9:6:4
12:05:50.331 [commands] INFO  GenCommands - 10 2:6:5
12:05:50.347 [commands] INFO  GenCommands - 10 9:1:7
12:05:50.363 [commands] INFO  GenCommands - 10 5:3:1
12:05:50.379 [commands] INFO  GenCommands - 10 10:4:8
12:05:50.395 [commands] INFO  GenCommands - 10 5:2:6
12:05:50.411 [commands] INFO  GenCommands - 10 8:6:6
12:05:50.427 [commands] INFO  GenCommands - 10 1:10:7
12:05:50.443 [commands] INFO  GenCommands - 10 9:3:3
12:05:50.459 [commands] INFO  GenCommands - 10 1:6:5
12:05:50.475 [commands] INFO  GenCommands - 10 9:7:6
12:05:50.490 [commands] INFO  GenCommands - 10 1:7:5
12:05:50.506 [commands] INFO  GenCommands - 10 4:7:3
12:05:50.522 [commands] INFO  GenCommands - 10 2:8:2
12:05:50.538 [commands] INFO  GenCommands - 10 6:1:8
12:05:50.554 [commands] INFO  GenCommands - 10 7:6:2
12:05:50.570 [commands] INFO  GenCommands - 10 8:4:1
12:05:50.586 [commands] INFO  GenCommands - 10 8:1:3
12:05:50.602 [commands] INFO  GenCommands - 10 1:8:5
12:05:50.618 [commands] INFO  GenCommands - 10 8:7:6
12:05:50.634 [commands] INFO  GenCommands - 10 5:1:3
12:05:50.650 [commands] INFO  GenCommands - 10 7:10:1
12:05:50.665 [commands] INFO  GenCommands - 10 10:2:5
12:05:50.681 [commands] INFO  GenCommands - 10 6:4:4
12:05:50.696 [commands] INFO  GenCommands - 10 7:4:6
12:05:50.711 [commands] INFO  GenCommands - 10 10:2:2
12:05:50.727 [commands] INFO  GenCommands - 10 8:6:3
12:05:50.742 [commands] INFO  GenCommands - 10 2:9:6
12:05:50.758 [commands] INFO  GenCommands - 10 1:6:7
12:05:50.774 [commands] INFO  GenCommands - 10 6:9:4
12:05:50.790 [commands] INFO  GenCommands - 10 7:2:2
12:05:50.805 [commands] INFO  GenCommands - 10 4:3:4
12:05:50.820 [commands] INFO  GenCommands - 10 7:2:3
12:05:50.836 [commands] INFO  GenCommands - 10 3:4:3
12:05:50.852 [commands] INFO  GenCommands - 10 4:1:2
12:05:50.868 [commands] INFO  GenCommands - 10 10:6:4
12:05:50.884 [commands] INFO  GenCommands - 10 1:3:6
12:05:50.900 [commands] INFO  GenCommands - 10 3:4:2
12:05:50.916 [commands] INFO  GenCommands - 10 9:4:4
12:05:50.932 [commands] INFO  GenCommands - 10 5:10:8
12:05:50.948 [commands] INFO  GenCommands - 10 3:5:3
12:05:50.964 [commands] INFO  GenCommands - 10 7:2:7
12:05:50.980 [commands] INFO  GenCommands - 10 4:9:7
12:05:50.996 [commands] INFO  GenCommands - 10 2:8:1
12:05:51.012 [commands] INFO  GenCommands - 10 7:10:7
12:05:51.028 [commands] INFO  GenCommands - 10 7:9:4
12:05:51.044 [commands] INFO  GenCommands - 10 8:5:1
12:05:51.060 [commands] INFO  GenCommands - 10 10:5:2
12:05:51.076 [commands] INFO  GenCommands - 10 7:9:1
12:05:51.092 [commands] INFO  GenCommands - 10 10:3:6
12:05:51.108 [commands] INFO  GenCommands - 10 4:7:8
